Marked_peaks	Numbering for matrix	Numbering for unique peaks	IIS_I_A_or_U	I_A_M_or_P	final annotation	RI	Win	fData::lineno	fData::query	fData::known	mto_001_1	mto_002_1	mto_003_2	mto_004_1	mto_005_1	mto_006_1	mto_007_1	mto_008_1	mto_010_1	mto_011_1	mto_012_1	mto_013_1	mto_014_1	mto_014_2	mto_015_1	mto_016_1	mto_017_1	mto_018_1	mto_019_1	mto_020_1	mto_021_1	mto_022_1	mto_023_1	mto_024_1	mto_025_1	mto_026_1	mto_027_1	mto_028_1	mto_029_2	mto_030_1	mto_031_1	mto_032_1	mto_033_1	mto_034_2	mto_035_1	mto_036_1	mto_037_1	mto_038_1	mto_039_1	mto_040_1	mto_041_1	mto_042_1	mto_043_1	mto_044_1	mto_045_1	mto_046_1	mto_047_1	mto_048_1	mto_049_1	mto_050_1	mto_051_1	mto_053_1	mto_054_1	mto_056_1	mto_057_1	mto_058_1	mto_059_1	mto_060_1
unclassified	090711_mto_mto1tt4_ID011	090711_mto_mto1tt4_cmb_ID011	U			1080	275.08  Win005_C02	12		FALSE	0.442778685687497	1.20349926395067	0.875334807074302	0.549191713359694	0.495899348243719	1.12595468396056	1.08058549909763	0.831005161873869	1.38026960298913	1.1921647396323	0.435640175629028	0.619370928883733	0.578583663637062	0.726348233409372	0.566985418899607	0.675260268825329	0.74677891348425	0.472097182942956	0.561524330958823	1.0690230350871	0.606922594402098	0.725317863092918	1.78117327216991	0.784281278406992	0.812941510832611	0.828430248712907	1.1046486147195	0.823299237529715	1.0655686160455	0.701793847011804	0.514319195452558	0.988840799602856	1.59560878243513	1.54888880647524	0.409996885461679	0.890812619542881	0.504999691544087	0.652644360800089	1.34193666877771	1.19986054397881	0.300696302132874	0.53618989445683	0.326968758204253	0.431576202507215	0.463827784265593	0.645729889515714	0.498309242487214	0.322701152153708	0.917620017761062	0.470770890363291	1.21627713438826	1.88196203343087	0.829974689898969	0.574798666065515	0.293830346787762	0.577562396840343	0.534961473161813	0.92330944927623
unclassified	090711_mto_mto1tt4_ID012	090711_mto_mto1tt4_cmb_ID012	U			1081.1	275.54  Win005_C03	13		FALSE	1.20599388365806	1.98279372937622	4.62313174847195	1.45386035586566	3.241874120972	2.0766749407502	2.31926639676831	2.74154567712557	3.54298288465516	1.85610965197081	1.01966753916177	1.77586419202284	2.06909486985958	2.52447856877829	1.45664188102894	1.13755345262066	1.14208106017851	2.05132729178076	1.46807217991498	1.56609012206856	1.56710040298129	0.935810273363134	0.726802437530501	0.970923269117422	0.653124966427353	0.877650914461819	3.56867997689806	0.620581765814107	4.09778500073201	1.71614338383369	1.97778049846961	5.62806510931961	0.767969763894265	3.08510342397804	0.88035477565151	1.68343475731487	1.48672070237035	1.17656161693443	2.28747435085497	1.02939612532983	1.10214245135789	0.92669381638799	0.681126804935679	0.969188014401444	1.43844331030632	0.91463602365235	1.90670116916016	0.901029352964572	0.812833554159365	1.77169419570361	1.88459036210944	2.83243041884026	1.34118434538875	1.74118289516643	2.71432323047018	1.60478702215288	2.07498236907405	6.08153439089107
unclassified	090711_mto_mto1tt4_ID014	090711_mto_mto1tt4_cmb_ID014	U			1090.5	279.16  Win006_C02	15		FALSE	0.0932084945299048	0.0459807335859012	0.0543080164660773	0.138637232108296	0.0421035001397571	0.0777720206284687	0.109336324977718	0.0732262881292496	0.0321384718976512	0.0343134879483626	0.117614079006985	0.0741375925760685	0.0958054062848853	0.0560363592038588	0.0489823374419436	3.98214365940623e-05	0.178314625530403	0.121617109016307	0.0646824327577887	0.0229080102216797	0.111263958484891	0.0555047611721906	0.0386842982081312	0.0208465433899884	0.21174549442865	0.0637275980361601	0.0316500242347484	0.0389412217279372	0.0107797351590726	0.0746190786008613	0.0462533158431715	0.000447486732717573	0.0273437915044436	0.000890994557608686	0.0143480050521255	0.0314839849161473	0.0264308836883102	0.0112850640589015	0.00547371754274857	0.00778244860694471	0.0717132428002708	0.0161388217459781	0.0227366762929903	0.0133450505046357	0.0254219254850824	0.00927158448008194	0.112066506334064	0.0795314159959573	0.0590284604388977	0.112418224841089	0.125139384519646	0.0611664620092139	0.0499539816344887	0.000120489420251551	0.0497520252008238	0.0752960935772477	0.123941491445736	0.0222279794199925
Marked	090711_mto_mto1tt4_ID015	090711_mto_mto1tt4_cmb_ID015	I		Alanine (2TMS)	1094.6	280.79  Win007_C01	16	Alanine (2TMS)	TRUE	31.1769489267923	40.9022147039016	21.3453007890355	26.5044703983124	24.3570828027738	17.9271082545674	29.6079408647685	19.4696320800324	27.234200763127	24.7556672255551	27.0670951997557	23.9437637191041	24.4414966939497	20.379270806683	20.9053447287722	41.1722777453307	31.1843377019711	26.9233533166812	28.5755316522226	27.8787729285668	37.4094304510238	36.1327096987359	32.2254814380792	22.5044506077056	28.7261917435216	30.4211394877831	31.6026355520973	28.6457245440467	22.1645916503479	24.5385593456641	24.0102690569888	20.4447878283609	40.460826635702	31.2543701382386	14.5246017225432	29.1386299810406	25.0270943344766	23.7562784474231	22.9447029765674	24.08398563302	18.5874034395018	28.0981445969505	26.9631924389604	26.081943886932	24.4979316543701	33.4314632200319	23.2197514666587	16.9173859055553	23.6629700863833	17.866808564933	23.8119116633393	26.513570071198	25.0582205534754	38.7431379331789	19.6311816215931	26.3878629170176	24.9891968133734	32.2847315685756
unclassified	090711_mto_mto1tt4_ID016	090711_mto_mto1tt4_cmb_ID016	U			1098.4	282.31  Win007_C02	17		FALSE	0.665021840948822	1.7931125251558	1.76879472905983	0.536295111489662	0.990906912875847	1.09786644619071	1.45054873911945	0.764763388123012	2.19370398243136	1.28552979715258	0.900053132018397	0.819746586954582	1.43503938787224	1.46250557564051	0.800508180004764	2.78939973779116	0.700336531427019	1.40971610855366	0.771179260312624	1.2115680539404	1.1951771666898	0.888802548149288	2.20590210866577	1.27434989337444	0.927443038815352	1.19340885967757	2.60952063482041	0.834179974551445	1.94623790092391	0.897103200421353	1.54272205217898	1.40675145607988	1.40281034888398	1.51526372882613	0.600374996674174	1.33424503308487	1.16496979837806	0.803719163837251	1.85979354021533	0.842721699958865	0.705213233005461	0.558421431178167	0.679137831451825	0.686557112483818	0.606249127549683	1.54862425382107	1.05927854602333	0.506234458690315	1.07018278696699	1.11734793300237	1.22890325039489	1.60525423583946	1.2878772983036	2.5303701357255	1.4472015349684	1.17487678813522	1.12004962779156	2.11000352602383
Marked	090711_mto_mto1tt4_ID017	090711_mto_mto1tt4_cmb_ID017	I		Hydroxylamine (3TMS)	1112.4	287.29  Win008_C01	18	Hydroxylamine (3TMS)	TRUE	36.1802119251142	36.7218200384216	40.963797245238	24.6889728524302	25.5478146864782	40.1724772306823	26.9012411481174	40.7471373822594	47.6354691206436	46.4229606225952	33.3293413694153	32.7207879004194	35.3936877714554	25.041176021464	42.7898096046207	62.0711803073807	32.5646474781046	33.6826752023936	43.7815126308704	41.9464963622908	35.5130418355323	32.8755749331758	37.7551729974202	38.4006328798525	23.6163234850312	31.7848133094844	34.9412144858798	37.8144524121877	32.3363874769957	30.0554239861201	26.5037143273575	44.7092932739481	33.1031996842816	21.4837266009624	26.0475710513836	35.7053438021856	29.9957422260993	34.1072976862979	23.0693362887904	26.8336400028092	34.1490715608791	45.3110169335658	35.2008474665266	32.0117907458301	42.8638236986446	39.3397223253516	34.9138413476486	26.4167650444098	31.3783191577268	30.4761123741475	32.8914326718803	30.9255676039123	35.4818771309641	36.0871857558185	31.6187910490333	22.4422666179699	23.7642601541074	23.6742122329645
unclassified	090711_mto_mto1tt4_ID019	090711_mto_mto1tt4_cmb_ID019	U			1120.9	290.28  Win008_C03	20		FALSE	0.781872012478039	0.28424914028246	0.962155471328085	0.820276204836927	1.18974803785422	0.525548025536802	1.68216675461273	0.405658372840122	0.491911470229686	0.225481193242942	0.789372292467314	0.701693584366914	1.02783590420363	1.07100921437383	0.123764439680838	1.27788623730309	1.05845300056437	0.759830677859284	0.37708913684698	0.0757794671527624	0.842748580798218	0.0676476295533571	0.411047517272419	0.622688991877211	0.0712394484221588	1.20323334175019	0.668230937652628	0.35210641047139	0.670207508182321	0.885691978808439	0.681031919545256	0.630784989616909	0.42034562054598	0.37632420705193	0.38407109285863	0.568093926698503	0.497134606913525	0.558000936455197	0.613592146928436	0.216752781595818	0.376977191153328	0.273292244130656	0.402425833552113	0.264225634939619	0.407931381995349	1.20403019628795	0.796554594106014	0.317168788777447	1.02422057908659	0.752358140398088	0.508756102027235	0.461633137982809	0.410016315602318	1.65158152080969	0.369537109519795	1.09855210012978	0.629655217448087	1.02485519452522
unclassified	090711_mto_mto1tt4_ID020	090711_mto_mto1tt4_cmb_ID020	U			1124.3	291.48  Win008_C04	21		FALSE	2.69020246143331	1.08577408351428	1.41745079641572	2.31166677808618	1.67292172269523	0.52720440103928	1.95940705135311	1.04910407959578	0.687585323668819	0.518512371463739	1.28109228129764	1.26635941822075	1.32029594008885	1.21117914248323	0.861514901155174	0.446075648476779	1.61226144938442	1.73977771004676	0.954587879241154	0.585038459443788	1.58064374721457	0.6016217879351	0.42598114852952	0.577504154186922	0.312148952191574	0.833344074513504	0.85051617228399	0.813484775253746	0.461659770688671	0.805577965734114	0.76418947675266	0.404291444379963	0.488673603363615	0.337392102506096	0.422839269476429	0.457209403551653	0.631285871528653	0.494328041467136	0.454668144395187	0.368629418197506	0.657595221874204	0.335567845101386	0.461934365975322	0.259009372026006	0.604913640186168	0.680417588542877	1.18720131286119	0.747218257221137	1.29304706681293	1.39759894214263	0.587464251313452	0.263416934240854	0.151108624260046	0.837767797453398	0.39029109866595	0.475464047643301	0.56490923338122	0.412887102702693
unclassified	090711_mto_mto1tt4_ID021	090711_mto_mto1tt4_cmb_ID021	U			1129.9	293.53  Win009_C01	22		FALSE	0.0206481307039489	0.0346062384402509	0.0803692351249846	0.0107738538852808	0.0730841071737558	0.0130929422129775	0.0395180851111003	0.0109816527353253	0.0811740008713907	0.0421031972940755	0.0176932880896269	0.0243624520389043	0.0481524082418501	0.146093167111155	0.00482501190901512	0.082466110936396	0.0204301749545369	0.0566265016350564	0.0093744140991188	0.00211332054021556	0.0489714635808661	0.00211355137817885	0.10262507371564	0.0446908030511579	0.0637416385795865	0.0166431945467204	0.0891309474950927	0.0446513646541265	0.0950023728976765	0.0780952380952381	0.0613344993441189	0.117187918790481	0.0263913238162458	0.0223240030781498	0.0102967575934479	0.0179790399738837	0.022048645120931	0.0415164688888293	0.0961266624445852	0.028755028944649	0.0256743726424437	0.0323086201171884	0.0352060908374902	0.0305768893168759	0.0251878534487748	0.126275660355147	0.0203521262945113	0.00100751468808717	0.0730150589106866	0.0119020553983204	0.0446283550914616	0.0486890051938358	0.103537138912712	0.0347796598311593	0.0445525333386945	0.0336396755869489	0.0246663184014627	0.091737413170494
Marked	090711_mto_mto1tt4_ID022	090711_mto_mto1tt4_cmb_ID022	I		Dihydrouracil_2TMS	1133.3	294.7  Win009_C02	23	Dihydrouracil_2TMS	TRUE	3.04315613759141	4.13534467173789	8.54714920893601	2.34806711911241	4.00163160907046	2.02674050366535	2.41370628378348	2.46251500998066	6.87118293482614	4.46465071088669	3.02519913641456	2.54398768626751	5.54232557929323	7.15905276397728	2.44993096492795	3.31893090674432	1.71051085888673	5.11805677828927	2.05147321735015	3.35332071107523	5.06524831725827	2.3770941028595	2.97326958938586	2.31107599885212	2.65014225035868	1.92540408848056	9.60026964639552	2.16686854538819	8.1115684411487	3.68724726585494	5.25576563183209	8.909535429529	2.30514939702344	6.63440110516703	2.80291311064124	3.11361857607426	3.31978219765638	2.46819644095096	8.17555858138062	2.8281149358402	3.30380452171945	2.42198972544062	2.34247834077186	2.70608550318304	2.76656804431537	5.37229310481871	5.21748537080743	2.66278325141342	1.74122988227361	4.86247970120169	5.98351280253326	8.70599698569487	6.54692199887046	6.11210763203308	7.87856459847182	4.58563628337859	8.27432806582212	11.9360330641895
Marked_M	090711_mto_mto1tt4_ID024	090711_mto_mto1tt4_cmb_ID024	M1		M000000_A123002-101_CONT_1228.8_EIQTMS_	1155.3	302.47  Win010_C02	25	M000000_A123002-101_CONT_1228.8_EIQTMS_	TRUE	4.61889625439776	8.19872537314026	4.61097985935297	5.97932549105054	5.78773442595312	4.73219092369823	6.19805868293743	4.00741044694654	6.19221645696078	6.99128715558097	5.20714315982307	5.1744168823057	4.63191434550147	4.9912263194343	3.86535834970823	5.40556193152347	5.465528521561	5.91862239972605	4.12811904174022	4.10643382765172	7.01212075035304	7.6767673677457	10.4322131085952	10.6832842735457	11.9042180918235	5.55779476879874	6.1669894871333	4.56661011432122	6.41081884129883	5.69248938872882	6.98100218627022	4.77098234991132	4.53387521534877	4.838329454741	2.72198754497691	8.23159824384446	4.91823537242534	4.30871344730622	3.3532678910703	5.49972610436126	4.7408282491016	5.19063692781575	5.8226316618535	6.59022718103132	4.54171248804105	3.13469001315026	4.86884529542048	6.6883108251387	5.82287947647609	6.36095207163736	8.16575480532319	9.55104019168473	6.74307423599055	5.18034253976151	4.65190545418906	4.22395863095904	4.56843541857124	4.11491190084484
unclassified	090711_mto_mto1tt4_ID025	090711_mto_mto1tt4_cmb_ID025	U			1157.3	303.2  Win010_C03	26		FALSE	0.100037898537073	0.0827345275675805	0.0489217550580361	0.173817735840025	0.169362352534041	1.24724327114989	0.57660930218121	0.721227621483376	0.226665434397046	0.27316196780415	0.23331801305809	0.281208173463014	0.261003972683844	0.23115098633583	0.30904638561391	0.170750235865432	0.168678539328191	0.139847410927981	0.223012701050447	0.112885915930635	0.246756893004867	0.374858178779525	0.35352389221616	0.407144685991583	0.293885432059217	0.0699979820668073	0.04684177587779	0.128350479872955	0.0553381354624891	0.132773182142083	0.144725258708643	0.0607160253855494	0.222004659881757	0.0813781210306239	0.156604151570025	0.516144828423269	0.417938280677564	0.532579033962512	0.264136795440152	0.543769125038877	0.103644322166525	0.234626639704096	0.112247834077186	0.134155793891398	0.14021425677447	0.0854666026761324	0.0812845697142326	0.00852431275365897	0.163914651925935	0.114376188929615	0.128254600619619	0.156463946574433	0.272206998975046	0.15128029725906	0.0758613150517625	0.164470758352361	0.130557659657829	0.074740481840042
unclassified	090711_mto_mto1tt4_ID026	090711_mto_mto1tt4_cmb_ID026	U			1160.4	304.26  Win010_C04	27		FALSE	1.09795238366464	0.859713566551375	1.07836751393825	1.20480556470296	1.07395370711342	0.828986477765661	1.7617696226892	1.17038862204479	1.02085352275078	1.28890493404794	1.04381055447444	0.943387168733827	1.24629057990337	0.928187089696484	0.973004681731571	0.978409633928681	0.921900670972597	1.37508788503969	0.976665392839177	0.904138114414042	1.45576129647044	0.813115906178598	0.785711195593683	0.903469927467123	0.598914541375663	0.821596745105456	0.860605627289998	0.883979246604393	0.662644695173536	1.33551445301608	1.04021687800612	0.849501122212822	1.23231332012781	0.883792428864144	1.45337583086961	1.05989386057062	1.10646815815022	1.05746130631173	0.765334388853705	0.910454185185557	1.2054363370024	0.937850241569276	0.916346547650302	0.870613888749154	1.06077276116481	1.21401010366265	1.22811604205686	1.05914796962053	0.910293342451311	1.24512132881733	0.752808905126224	0.910298780887368	0.538656472901458	1.03508477013728	1.06686209786554	1.30189826190731	1.29623481781377	1.02924355097723
