gcid,gcid2,weight_mg,expID,batchID,samplename,genotype,genotype2,modelpred,model,pred,leafcolor,leafshape,rootshape,AGI,aerialpart_weight
MeKO_08_39_1,MeKO_08_39_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,Col_lot3_09,col0,col-0,pred,nodata,MeKO_08_39_1    ,normal,normal,normal,noinfo,18.4
MeKO_08_40_1,MeKO_08_40_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,Col_lot3_10,col0,col-0,pred,nodata,MeKO_08_40_1    ,normal,normal,normal,noinfo,26.3
MeKO_08_41_1,MeKO_08_41_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,Col_Jun08_01,col0,col-0,pred,nodata,MeKO_08_41_1    ,normal,normal,normal,noinfo,30.6
MeKO_08_42_1,MeKO_08_42_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,Col_Jun08_03,col0,col-0,pred,nodata,MeKO_08_42_1    ,normal,normal,normal,noinfo,7.6
MeKO_08_43_1,MeKO_08_43_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,Col_Jun08_04,col0,col-0,pred,nodata,MeKO_08_43_1    ,normal,normal,normal,noinfo,24.6
MeKO_08_44_1,MeKO_08_44_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,Col_Jun08_05,col0,col-0,pred,nodata,MeKO_08_44_1    ,normal,normal,normal,noinfo,27.8
MeKO_08_45_1,MeKO_08_45_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,Col_Jun08_06,col0,col-0,pred,nodata,MeKO_08_45_1    ,normal,normal,normal,noinfo,26.6
MeKO_08_46_1,MeKO_08_46_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,Col_Jun08_08,col0,col-0,pred,nodata,MeKO_08_46_1    ,normal,normal,normal,noinfo,23.2
MeKO_08_47_1,MeKO_08_47_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,Col_Jun08_09,col0,col-0,pred,nodata,MeKO_08_47_1    ,normal,normal,normal,noinfo,8.9
MeKO_08_48_1,MeKO_08_48_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,Col_Jun08_10,col0,col-0,pred,nodata,MeKO_08_48_1    ,normal,normal,normal,noinfo,25.5
MeKO_09_02_1,MeKO_09_02_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,122_2,eto3,eto3,pred,nodata,MeKO_09_02_1    ,normal,normal,normal,AT3G49700,7.9
MeKO_09_03_1,MeKO_09_03_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,122_3,eto3,eto3,pred,nodata,MeKO_09_03_1    ,normal,normal,normal,AT3G49700,17.7
MeKO_09_04_1,MeKO_09_04_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,122_4,eto3,eto3,pred,nodata,MeKO_09_04_1    ,normal,normal,normal,AT3G49700,11.4
MeKO_09_05_1,MeKO_09_05_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,122_5,eto3,eto3,model,MeKO_09_05_1    ,nodata,normal,normal,normal,AT3G49700,9
MeKO_09_06_1,MeKO_09_06_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,122_7,eto3,eto3,pred,nodata,MeKO_09_06_1    ,normal,normal,normal,AT3G49700,16.5
MeKO_09_07_1,MeKO_09_07_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,122_9,eto3,eto3,pred,nodata,MeKO_09_07_1    ,normal,normal,normal,AT3G49700,18.3
MeKO_09_08_1,MeKO_09_08_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,122_10,eto3,eto3,pred,nodata,MeKO_09_08_1    ,normal,normal,normal,AT3G49700,22.8
MeKO_09_09_1,MeKO_09_09_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,96_1,gsr11,gsr1-1,pred,nodata,MeKO_09_09_1    ,normal,normal,normal,noinfo,34.7
MeKO_09_10_1,MeKO_09_10_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,96_2,gsr11,gsr1-1,pred,nodata,MeKO_09_10_1    ,normal,normal,normal,noinfo,30.8
MeKO_09_11_1,MeKO_09_11_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,96_3,gsr11,gsr1-1,pred,nodata,MeKO_09_11_1    ,normal,normal,normal,noinfo,29.2
MeKO_09_12_1,MeKO_09_12_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,96_5,gsr11,gsr1-1,pred,nodata,MeKO_09_12_1    ,normal,normal,normal,noinfo,28.8
MeKO_09_13_1,MeKO_09_13_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,96_7,gsr11,gsr1-1,model,MeKO_09_13_1    ,nodata,normal,normal,normal,noinfo,29.1
MeKO_09_14_1,MeKO_09_14_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,96_8,gsr11,gsr1-1,pred,nodata,MeKO_09_14_1    ,normal,normal,normal,noinfo,29.3
MeKO_09_15_1,MeKO_09_15_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,96_9,gsr11,gsr1-1,pred,nodata,MeKO_09_15_1    ,normal,normal,normal,noinfo,31
MeKO_09_16_1,MeKO_09_16_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,96_10,gsr11,gsr1-1,pred,nodata,MeKO_09_16_1    ,normal,normal,normal,noinfo,24.6
MeKO_09_17_1,MeKO_09_17_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,106_1,cim7,cim7,pred,nodata,MeKO_09_17_1    ,normal,normal,normal,noinfo,34.6
MeKO_09_18_1,MeKO_09_18_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,106_2,cim7,cim7,pred,nodata,MeKO_09_18_1    ,normal,normal,normal,noinfo,7
MeKO_09_19_1,MeKO_09_19_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,106_3,cim7,cim7,pred,nodata,MeKO_09_19_1    ,normal,normal,normal,noinfo,26
MeKO_09_20_1,MeKO_09_20_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,106_5,cim7,cim7,pred,nodata,MeKO_09_20_1    ,normal,normal,normal,noinfo,12.3
MeKO_09_21_1,MeKO_09_21_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,106_6,cim7,cim7,pred,nodata,MeKO_09_21_1    ,normal,normal,normal,noinfo,36.6
MeKO_09_22_1,MeKO_09_22_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,106_7,cim7,cim7,pred,nodata,MeKO_09_22_1    ,normal,normal,normal,noinfo,33.1
MeKO_09_23_1,MeKO_09_23_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,106_8,cim7,cim7,pred,nodata,MeKO_09_23_1    ,normal,normal,normal,noinfo,8.1
MeKO_09_24_1,MeKO_09_24_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,106_10,cim7,cim7,pred,nodata,MeKO_09_24_1    ,normal,normal,normal,noinfo,14.8
MeKO_09_25_1,MeKO_09_25_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col　_lot3_1_1,col0,col-0,pred,nodata,MeKO_09_25_1    ,normal,normal,normal,noinfo,34.7
MeKO_09_26_1,MeKO_09_26_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col　_lot3_1_2,col0,col-0,pred,nodata,MeKO_09_26_1    ,normal,normal,normal,noinfo,27.9
MeKO_09_27_1,MeKO_09_27_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col　_lot3_1_4,col0,col-0,pred,nodata,MeKO_09_27_1    ,normal,normal,normal,noinfo,26.8
MeKO_09_28_1,MeKO_09_28_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col　_lot3_1_5,col0,col-0,pred,nodata,MeKO_09_28_1    ,normal,normal,normal,noinfo,32
MeKO_09_29_1,MeKO_09_29_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col　_lot3_1_6,col0,col-0,pred,nodata,MeKO_09_29_1    ,normal,normal,normal,noinfo,22.6
MeKO_09_30_1,MeKO_09_30_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col　_lot3_1_7,col0,col-0,pred,nodata,MeKO_09_30_1    ,normal,normal,normal,noinfo,19
MeKO_09_31_1,MeKO_09_31_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col　_lot3_1_8,col0,col-0,pred,nodata,MeKO_09_31_1    ,normal,normal,normal,noinfo,26.6
MeKO_09_32_1,MeKO_09_32_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col　_lot3_1_9,col0,col-0,pred,nodata,MeKO_09_32_1    ,normal,normal,normal,noinfo,18.7
MeKO_09_33_1,MeKO_09_33_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_1_1,col0,col-0,pred,nodata,MeKO_09_33_1    ,normal,normal,normal,noinfo,26.6
MeKO_09_34_1,MeKO_09_34_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_1_2,col0,col-0,pred,nodata,MeKO_09_34_1    ,normal,normal,normal,noinfo,24.1
MeKO_09_35_1,MeKO_09_35_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_1_3,col0,col-0,pred,nodata,MeKO_09_35_1    ,normal,normal,normal,noinfo,21.7
MeKO_09_36_1,MeKO_09_36_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_1_4,col0,col-0,pred,nodata,MeKO_09_36_1    ,normal,normal,normal,noinfo,27.3
MeKO_09_37_1,MeKO_09_37_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_1_7,col0,col-0,pred,nodata,MeKO_09_37_1    ,normal,normal,normal,noinfo,38.1
MeKO_09_38_1,MeKO_09_38_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_1_8,col0,col-0,pred,nodata,MeKO_09_38_1    ,normal,normal,normal,noinfo,31.2
MeKO_09_39_1,MeKO_09_39_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_1_9,col0,col-0,pred,nodata,MeKO_09_39_1    ,normal,normal,normal,noinfo,32.4
MeKO_09_40_1,MeKO_09_40_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_1_10,col0,col-0,pred,nodata,MeKO_09_40_1    ,normal,normal,normal,noinfo,29.6
MeKO_09_41_1,MeKO_09_41_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,79_1,ixr12,ixr1-2,pred,nodata,MeKO_09_41_1    ,normal,normal,normal,AT5G05170,34.8
MeKO_09_42_1,MeKO_09_42_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,79_3,ixr12,ixr1-2,model,MeKO_09_42_1    ,nodata,normal,normal,normal,AT5G05170,26.9
MeKO_09_43_1,MeKO_09_43_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,79_4,ixr12,ixr1-2,pred,nodata,MeKO_09_43_1    ,normal,normal,normal,AT5G05170,23.6
MeKO_09_44_1,MeKO_09_44_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,79_5,ixr12,ixr1-2,pred,nodata,MeKO_09_44_1    ,normal,normal,normal,AT5G05170,32.5
MeKO_09_45_1,MeKO_09_45_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,79_7,ixr12,ixr1-2,pred,nodata,MeKO_09_45_1    ,normal,normal,normal,AT5G05170,33.1
MeKO_09_46_1,MeKO_09_46_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,79_8,ixr12,ixr1-2,pred,nodata,MeKO_09_46_1    ,normal,normal,normal,AT5G05170,10
MeKO_09_47_1,MeKO_09_47_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,79_9,ixr12,ixr1-2,pred,nodata,MeKO_09_47_1    ,normal,normal,normal,AT5G05170,41.7
MeKO_09_48_1,MeKO_09_48_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,79_10,ixr12,ixr1-2,model,MeKO_09_48_1    ,nodata,normal,normal,normal,AT5G05170,34.6
MeKO_09_49_1,MeKO_09_49_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,28_1,eto11,eto1-1,pred,nodata,MeKO_09_49_1    ,palegreen,normal,normal,AT3G51770,22.8
MeKO_09_50_1,MeKO_09_50_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,28_3,eto11,eto1-1,pred,nodata,MeKO_09_50_1    ,palegreen,normal,normal,AT3G51770,18.3
MeKO_09_51_1,MeKO_09_51_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,28_4,eto11,eto1-1,pred,nodata,MeKO_09_52_1    ,palegreen,normal,normal,AT3G51770,14.6
MeKO_09_52_1,MeKO_09_52_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,28_5,eto11,eto1-1,pred,MeKO_09_52_1    ,nodata,palegreen,normal,normal,AT3G51770,10.5
MeKO_09_53_1,MeKO_09_53_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,28_6,eto11,eto1-1,pred,nodata,MeKO_09_53_1    ,palegreen,normal,normal,AT3G51770,12.3
MeKO_09_54_1,MeKO_09_54_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,28_7,eto11,eto1-1,pred,nodata,MeKO_09_54_1    ,palegreen,normal,normal,AT3G51770,21.1
MeKO_09_55_1,MeKO_09_55_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,28_8,eto11,eto1-1,pred,nodata,MeKO_09_55_1    ,palegreen,normal,normal,AT3G51770,8.9
MeKO_09_56_1,MeKO_09_56_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,28_9,eto11,eto1-1,model,MeKO_09_56_1    ,nodata,palegreen,normal,normal,AT3G51770,12.8
MeKO_09_57_1,MeKO_09_57_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col　_lot3_2_1,col0,col-0,pred,nodata,MeKO_09_57_1    ,normal,normal,normal,noinfo,31.6
MeKO_09_58_1,MeKO_09_58_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col　_lot3_2_2,col0,col-0,pred,nodata,MeKO_09_58_1    ,normal,normal,normal,noinfo,24.3
MeKO_09_59_1,MeKO_09_59_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col　_lot3_2_3,col0,col-0,pred,nodata,MeKO_09_59_1    ,normal,normal,normal,noinfo,29.7
MeKO_09_60_1,MeKO_09_60_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col　_lot3_2_4,col0,col-0,pred,nodata,MeKO_09_60_1    ,normal,normal,normal,noinfo,30.7
MeKO_09_61_1,MeKO_09_61_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col　_lot3_2_6,col0,col-0,pred,nodata,MeKO_09_61_1    ,normal,normal,normal,noinfo,26.1
MeKO_09_62_1,MeKO_09_62_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col　_lot3_2_7,col0,col-0,pred,nodata,MeKO_09_62_1    ,normal,normal,normal,noinfo,24.1
MeKO_09_63_1,MeKO_09_63_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col　_lot3_2_8,col0,col-0,pred,nodata,MeKO_09_63_1    ,normal,normal,normal,noinfo,37.3
MeKO_09_64_1,MeKO_09_64_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col　_lot3_2_10,col0,col-0,pred,nodata,MeKO_09_64_1    ,normal,normal,normal,noinfo,27.3
MeKO_09_65_1,MeKO_09_65_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_2_1,col0,col-0,pred,nodata,MeKO_09_65_1    ,normal,normal,normal,noinfo,31.5
MeKO_09_66_1,MeKO_09_66_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_2_2,col0,col-0,pred,nodata,MeKO_09_66_1    ,normal,normal,normal,noinfo,31.8
MeKO_09_67_1,MeKO_09_67_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_2_3,col0,col-0,pred,nodata,MeKO_09_67_1    ,normal,normal,normal,noinfo,33.1
MeKO_09_68_1,MeKO_09_68_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_2_4,col0,col-0,pred,nodata,MeKO_09_68_1    ,normal,normal,normal,noinfo,31.8
MeKO_09_69_1,MeKO_09_69_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_2_6,col0,col-0,pred,nodata,MeKO_09_69_1    ,normal,normal,normal,noinfo,33.4
MeKO_09_70_1,MeKO_09_70_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_2_7,col0,col-0,pred,nodata,MeKO_09_70_1    ,normal,normal,normal,noinfo,36.6
MeKO_09_71_1,MeKO_09_71_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_2_9,col0,col-0,pred,nodata,MeKO_09_71_1    ,normal,normal,normal,noinfo,25.8
MeKO_09_72_1,MeKO_09_72_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_2_10,col0,col-0,pred,nodata,MeKO_09_72_1    ,normal,normal,normal,noinfo,35.7
MeKO_10_01_1,MeKO_10_01_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,146_02,mur32,mur3-2,pred,nodata,MeKO_10_01_1    ,normal,normal,normal,AT2G20370,44.1
MeKO_10_02_1,MeKO_10_02_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,146_03,mur32,mur3-2,pred,nodata,MeKO_10_02_1    ,normal,normal,normal,AT2G20370,29.6
MeKO_10_04_1,MeKO_10_04_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,146_05,mur32,mur3-2,pred,nodata,MeKO_10_04_1    ,normal,normal,normal,AT2G20370,34
MeKO_10_05_1,MeKO_10_05_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,146_06,mur32,mur3-2,pred,nodata,MeKO_10_05_1    ,normal,normal,normal,AT2G20370,41.1
MeKO_10_06_1,MeKO_10_06_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,146_07,mur32,mur3-2,model,MeKO_10_06_1    ,nodata,normal,normal,normal,AT2G20370,42.8
MeKO_10_07_1,MeKO_10_07_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,146_08,mur32,mur3-2,pred,nodata,MeKO_10_07_1    ,normal,normal,normal,AT2G20370,29.7
MeKO_10_08_1,MeKO_10_08_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,146_09,mur32,mur3-2,pred,nodata,MeKO_10_08_1    ,normal,normal,normal,AT2G20370,31.3
MeKO_10_09_1,MeKO_10_09_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,35_01,fur11,fur1-1,pred,nodata,MeKO_10_09_1    ,normal,normal,normal,AT4G05120,13.4
MeKO_10_11_1,MeKO_10_11_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,35_03,fur11,fur1-1,pred,nodata,MeKO_10_11_1    ,normal,normal,normal,AT4G05120,17.9
MeKO_10_12_1,MeKO_10_12_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,35_05,fur11,fur1-1,pred,nodata,MeKO_10_12_1    ,normal,normal,normal,AT4G05120,14.6
MeKO_10_13_1,MeKO_10_13_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,35_06,fur11,fur1-1,pred,nodata,MeKO_10_13_1    ,normal,normal,normal,AT4G05120,22.5
MeKO_10_14_1,MeKO_10_14_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,35_07,fur11,fur1-1,pred,nodata,MeKO_10_14_1    ,normal,normal,normal,AT4G05120,18.6
MeKO_10_15_1,MeKO_10_15_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,35_09,fur11,fur1-1,pred,nodata,MeKO_10_15_1    ,normal,normal,normal,AT4G05120,19.4
MeKO_10_17_1,MeKO_10_17_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,82_01,mur12,mur1-2,pred,nodata,MeKO_10_17_1    ,normal,normal,normal,AT3G51160,37.8
MeKO_10_18_1,MeKO_10_18_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,82_02,mur12,mur1-2,pred,nodata,MeKO_10_18_1    ,normal,normal,normal,AT3G51160,36.4
MeKO_10_19_1,MeKO_10_19_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,82_03,mur12,mur1-2,pred,nodata,MeKO_10_19_1    ,normal,normal,normal,AT3G51160,37.7
MeKO_10_20_1,MeKO_10_20_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,82_04,mur12,mur1-2,pred,nodata,MeKO_10_20_1    ,normal,normal,normal,AT3G51160,39
MeKO_10_21_1,MeKO_10_21_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,82_07,mur12,mur1-2,pred,nodata,MeKO_10_21_1    ,normal,normal,normal,AT3G51160,32.4
MeKO_10_22_1,MeKO_10_22_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,82_08,mur12,mur1-2,pred,nodata,MeKO_10_22_1    ,normal,normal,normal,AT3G51160,29.9
MeKO_10_23_1,MeKO_10_23_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,82_09,mur12,mur1-2,pred,nodata,MeKO_10_23_1    ,normal,normal,normal,AT3G51160,38.6
MeKO_10_24_1,MeKO_10_24_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,82_10,mur12,mur1-2,model,MeKO_10_24_1    ,nodata,normal,normal,normal,AT3G51160,32.9
MeKO_10_25_1,MeKO_10_25_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_lot3_1_01,col0,col-0,model,MeKO_10_25_1    ,nodata,normal,normal,normal,noinfo,28.7
MeKO_10_26_1,MeKO_10_26_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_lot3_1_03,col0,col-0,pred,nodata,MeKO_10_26_1    ,normal,normal,normal,noinfo,30
MeKO_10_28_1,MeKO_10_28_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_lot3_1_05,col0,col-0,pred,nodata,MeKO_10_28_1    ,normal,normal,normal,noinfo,26.8
MeKO_10_29_1,MeKO_10_29_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_lot3_1_06,col0,col-0,pred,nodata,MeKO_10_29_1    ,normal,normal,normal,noinfo,22.2
MeKO_10_30_1,MeKO_10_30_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_lot3_1_07,col0,col-0,pred,nodata,MeKO_10_30_1    ,normal,normal,normal,noinfo,21.6
MeKO_10_31_1,MeKO_10_31_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_lot3_1_08,col0,col-0,pred,nodata,MeKO_10_31_1    ,normal,normal,normal,noinfo,25.3
MeKO_10_32_1,MeKO_10_32_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_lot3_1_09,col0,col-0,pred,nodata,MeKO_10_32_1    ,normal,normal,normal,noinfo,26.5
MeKO_10_33_1,MeKO_10_33_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_Jun08_1_01,col0,col-0,pred,nodata,MeKO_10_33_1    ,normal,normal,normal,noinfo,30.4
MeKO_10_34_1,MeKO_10_34_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_Jun08_1_02,col0,col-0,pred,nodata,MeKO_10_34_1    ,normal,normal,normal,noinfo,35.3
MeKO_10_35_1,MeKO_10_35_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_Jun08_1_03,col0,col-0,pred,nodata,MeKO_10_35_1    ,normal,normal,normal,noinfo,27.2
MeKO_10_37_1,MeKO_10_37_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_Jun08_1_06,col0,col-0,pred,nodata,MeKO_10_37_1    ,normal,normal,normal,noinfo,27.7
MeKO_10_38_1,MeKO_10_38_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_Jun08_1_07,col0,col-0,pred,nodata,MeKO_10_38_1    ,normal,normal,normal,noinfo,23.3
MeKO_10_39_1,MeKO_10_39_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_Jun08_1_08,col0,col-0,pred,nodata,MeKO_10_39_1    ,normal,normal,normal,noinfo,26.7
MeKO_10_40_1,MeKO_10_40_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_Jun08_1_09,col0,col-0,pred,nodata,MeKO_10_40_1    ,normal,normal,normal,noinfo,32.3
MeKO_10_41_1,MeKO_10_41_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,78_01,ixr11,ixr1-1,pred,nodata,MeKO_10_41_1    ,normal,normal,normal,AT5G05170,24.4
MeKO_10_42_1,MeKO_10_42_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,78_03,ixr11,ixr1-1,pred,nodata,MeKO_10_42_1    ,normal,normal,normal,AT5G05170,21.9
MeKO_10_43_1,MeKO_10_43_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,78_04,ixr11,ixr1-1,pred,nodata,MeKO_10_43_1    ,normal,normal,normal,AT5G05170,24.6
MeKO_10_44_1,MeKO_10_44_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,78_05,ixr11,ixr1-1,pred,nodata,MeKO_10_44_1    ,normal,normal,normal,AT5G05170,23.6
MeKO_10_45_1,MeKO_10_45_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,78_06,ixr11,ixr1-1,pred,nodata,MeKO_10_45_1    ,normal,normal,normal,AT5G05170,20.7
